checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default,credit_income_ratio,monthly_payment,age_group,credit_amount_bin,duration_category,has_checking,good_credit_history,stable_employment,owns_property,owns_housing
0-200 DM,60,All credits paid at this bank,Others,14782,100-500 DM,>= 7 years,3,Female: divorced/married,None,4,Unknown/none,60,Bank,For free,2,Highly skilled/self-employed,1,Yes,Yes,1,3695.5,246.36666666666667,55+,Very High,Very Long (4yr+),1,1,1,0,0
< 0 DM,48,All credits paid at this bank,Business,7685,< 100 DM,4-7 years,2,Female: divorced/married,Guarantor,4,Car or other,37,None,Rent,1,Skilled employee,1,None,Yes,1,2561.6666666666665,160.10416666666666,36-45,Very High,Long (2-4yr),1,1,1,0,0
No checking account,18,Delay in past payments,Radio/TV,2320,< 100 DM,Unemployed,2,Male: married/widowed,None,3,Real estate,34,None,Own,2,Skilled employee,1,None,Yes,0,773.3333333333334,128.88888888888889,26-35,High,Medium (1-2yr),0,0,0,1,1
No checking account,7,Delay in past payments,Radio/TV,846,Unknown/none,>= 7 years,3,Male: single,None,4,Unknown/none,36,None,For free,1,Skilled employee,1,None,Yes,0,211.5,120.85714285714286,36-45,Low,Short (1yr),0,0,1,0,0
0-200 DM,36,Existing credits paid till now,Car (new),14318,< 100 DM,>= 7 years,4,Male: single,None,2,Unknown/none,57,None,For free,1,Highly skilled/self-employed,1,Yes,Yes,1,2863.6,397.72222222222223,55+,Very High,Long (2-4yr),1,1,1,0,0
No checking account,6,Critical account,Car (new),362,100-500 DM,1-4 years,4,Female: divorced/married,None,4,Car or other,52,None,Own,2,Unskilled resident,1,None,Yes,0,72.4,60.333333333333336,46-55,Low,Short (1yr),0,0,0,0,1
< 0 DM,20,Existing credits paid till now,Furniture/equipment,2212,Unknown/none,4-7 years,4,Male: single,None,4,Car or other,39,None,Own,1,Skilled employee,1,Yes,Yes,0,442.4,110.6,36-45,Medium,Medium (1-2yr),1,1,1,0,1
0-200 DM,18,Existing credits paid till now,Car (used),12976,< 100 DM,Unemployed,3,Female: divorced/married,None,4,Unknown/none,38,None,For free,1,Highly skilled/self-employed,1,Yes,Yes,1,3244.0,720.8888888888889,36-45,Very High,Medium (1-2yr),1,1,0,0,0
No checking account,22,Existing credits paid till now,Car (new),1283,Unknown/none,4-7 years,4,Female: divorced/married,None,4,Savings/life insurance,25,None,Rent,1,Skilled employee,1,None,Yes,0,256.6,58.31818181818182,18-25,Low,Medium (1-2yr),0,1,1,0,0
>= 200 DM,12,Existing credits paid till now,Car (new),1330,< 100 DM,< 1 year,4,Male: single,None,1,Real estate,26,None,Own,1,Skilled employee,1,None,Yes,0,266.0,110.83333333333333,26-35,Low,Short (1yr),1,1,0,1,1
No checking account,30,Delay in past payments,Business,4272,100-500 DM,1-4 years,2,Male: single,None,2,Savings/life insurance,26,None,Own,2,Unskilled resident,1,None,Yes,0,1424.0,142.4,26-35,Very High,Long (2-4yr),0,0,0,0,1
No checking account,18,Critical account,Radio/TV,2238,< 100 DM,1-4 years,2,Female: divorced/married,None,1,Car or other,25,None,Own,2,Skilled employee,1,None,Yes,0,746.0,124.33333333333333,18-25,Medium,Medium (1-2yr),0,0,0,0,1
No checking account,18,Existing credits paid till now,Radio/TV,1126,Unknown/none,< 1 year,4,Female: divorced/married,None,2,Real estate,21,None,Rent,1,Skilled employee,1,Yes,Yes,0,225.2,62.55555555555556,18-25,Low,Medium (1-2yr),0,1,0,1,0
0-200 DM,18,Critical account,Furniture/equipment,7374,< 100 DM,Unemployed,4,Male: single,None,4,Savings/life insurance,40,Stores,Own,2,Highly skilled/self-employed,1,Yes,Yes,0,1474.8,409.6666666666667,36-45,Very High,Medium (1-2yr),1,0,0,0,1
0-200 DM,15,Critical account,Business,2326,500-1000 DM,1-4 years,2,Male: single,None,4,Car or other,27,Bank,Own,1,Skilled employee,1,None,Yes,0,775.3333333333334,155.06666666666666,26-35,High,Medium (1-2yr),1,0,0,0,1
No checking account,9,Existing credits paid till now,Business,1449,< 100 DM,4-7 years,3,Female: divorced/married,None,2,Car or other,27,None,Own,2,Skilled employee,1,None,Yes,0,362.25,161.0,26-35,Medium,Short (1yr),0,1,1,0,1
No checking account,18,Existing credits paid till now,Car (new),1820,< 100 DM,1-4 years,2,Male: married/widowed,None,2,Savings/life insurance,30,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,606.6666666666666,101.11111111111111,26-35,Medium,Medium (1-2yr),0,1,0,0,1
0-200 DM,12,Existing credits paid till now,Furniture/equipment,983,>= 1000 DM,< 1 year,1,Female: divorced/married,None,4,Real estate,19,None,Rent,1,Unskilled resident,1,None,Yes,0,491.5,81.91666666666667,18-25,Low,Short (1yr),1,1,0,1,0
< 0 DM,36,Existing credits paid till now,Car (new),3249,< 100 DM,4-7 years,2,Male: single,None,4,Unknown/none,39,Bank,For free,1,Highly skilled/self-employed,2,Yes,Yes,0,1083.0,90.25,36-45,High,Long (2-4yr),1,1,1,0,0
< 0 DM,6,Critical account,Radio/TV,1957,< 100 DM,4-7 years,1,Female: divorced/married,None,4,Car or other,31,None,Own,1,Skilled employee,1,None,Yes,0,978.5,326.1666666666667,26-35,Medium,Short (1yr),1,0,1,0,1
No checking account,9,Critical account,Furniture/equipment,2406,< 100 DM,Unemployed,2,Male: single,None,3,Car or other,31,None,Own,1,Highly skilled/self-employed,1,None,Yes,0,802.0,267.3333333333333,26-35,High,Short (1yr),0,0,0,0,1
0-200 DM,39,Delay in past payments,Education,11760,100-500 DM,4-7 years,2,Male: single,None,3,Unknown/none,32,None,Rent,1,Skilled employee,1,Yes,Yes,0,3920.0,301.53846153846155,26-35,Very High,Long (2-4yr),1,0,1,0,0
< 0 DM,12,Existing credits paid till now,Furniture/equipment,2578,< 100 DM,Unemployed,3,Female: divorced/married,None,4,Unknown/none,55,None,For free,1,Highly skilled/self-employed,1,None,Yes,0,644.5,214.83333333333334,46-55,High,Short (1yr),1,1,0,0,0
< 0 DM,36,Critical account,Furniture/equipment,2348,< 100 DM,1-4 years,3,Male: married/widowed,None,2,Savings/life insurance,46,None,Own,2,Skilled employee,1,Yes,Yes,0,587.0,65.22222222222223,46-55,High,Long (2-4yr),1,0,0,0,1
0-200 DM,12,Existing credits paid till now,Car (new),1223,< 100 DM,>= 7 years,1,Male: divorced/separated,None,1,Real estate,46,None,Rent,2,Skilled employee,1,None,Yes,1,611.5,101.91666666666667,46-55,Low,Short (1yr),1,1,1,1,0
No checking account,24,Critical account,Radio/TV,1516,>= 1000 DM,1-4 years,4,Female: divorced/married,None,1,Real estate,43,None,Own,2,Unskilled resident,1,None,Yes,0,303.2,63.166666666666664,36-45,Medium,Medium (1-2yr),0,0,0,1,1
No checking account,18,Existing credits paid till now,Radio/TV,1473,< 100 DM,< 1 year,3,Male: married/widowed,None,4,Real estate,39,None,Own,1,Skilled employee,1,Yes,Yes,0,368.25,81.83333333333333,36-45,Medium,Medium (1-2yr),0,1,0,1,1
0-200 DM,18,Critical account,Business,1887,Unknown/none,1-4 years,4,Male: married/widowed,None,4,Real estate,28,Bank,Own,2,Skilled employee,1,None,Yes,0,377.4,104.83333333333333,26-35,Medium,Medium (1-2yr),1,0,0,1,1
No checking account,24,Delay in past payments,Business,8648,< 100 DM,< 1 year,2,Male: single,None,2,Car or other,27,Bank,Own,2,Skilled employee,1,Yes,Yes,1,2882.6666666666665,360.3333333333333,26-35,Very High,Medium (1-2yr),0,0,0,0,1
No checking account,14,Delay in past payments,Car (new),802,< 100 DM,1-4 years,4,Male: single,None,2,Car or other,27,None,Own,2,Unskilled resident,1,None,Yes,0,160.4,57.285714285714285,26-35,Low,Medium (1-2yr),0,0,0,0,1
0-200 DM,18,Delay in past payments,Car (new),2899,Unknown/none,>= 7 years,4,Male: single,None,4,Car or other,43,None,Own,1,Skilled employee,2,None,Yes,0,579.8,161.05555555555554,36-45,High,Medium (1-2yr),1,0,1,0,1
0-200 DM,24,Existing credits paid till now,Radio/TV,2039,< 100 DM,< 1 year,1,Male: married/widowed,None,1,Savings/life insurance,22,None,Own,1,Skilled employee,1,Yes,Yes,1,1019.5,84.95833333333333,18-25,Medium,Medium (1-2yr),1,1,0,0,1
No checking account,24,Critical account,Car (used),2197,Unknown/none,4-7 years,4,Male: single,None,4,Car or other,43,None,Own,2,Skilled employee,2,Yes,Yes,0,439.4,91.54166666666667,36-45,Medium,Medium (1-2yr),0,0,1,0,1
< 0 DM,15,Existing credits paid till now,Radio/TV,1053,< 100 DM,< 1 year,4,Male: married/widowed,None,2,Real estate,27,None,Own,1,Skilled employee,1,None,No,0,210.6,70.2,26-35,Low,Medium (1-2yr),1,1,0,1,1
No checking account,24,Existing credits paid till now,Radio/TV,3235,500-1000 DM,>= 7 years,3,Male: divorced/separated,None,2,Car or other,26,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,808.75,134.79166666666666,26-35,High,Medium (1-2yr),0,1,1,0,1
>= 200 DM,12,Critical account,Car (new),939,500-1000 DM,4-7 years,4,Male: married/widowed,None,2,Real estate,28,None,Own,3,Skilled employee,1,Yes,Yes,1,187.8,78.25,26-35,Low,Short (1yr),1,0,1,1,1
0-200 DM,24,Existing credits paid till now,Radio/TV,1967,< 100 DM,>= 7 years,4,Female: divorced/married,None,4,Car or other,20,None,Own,1,Skilled employee,1,Yes,Yes,0,393.4,81.95833333333333,18-25,Medium,Medium (1-2yr),1,1,1,0,1
No checking account,33,Critical account,Car (used),7253,< 100 DM,4-7 years,3,Male: single,None,2,Car or other,35,None,Own,2,Highly skilled/self-employed,1,Yes,Yes,0,1813.25,219.78787878787878,26-35,Very High,Long (2-4yr),0,0,1,0,1
No checking account,12,Critical account,Business,2292,< 100 DM,Unemployed,4,Male: single,None,2,Car or other,42,Stores,Own,2,Highly skilled/self-employed,1,Yes,Yes,1,458.4,191.0,36-45,Medium,Short (1yr),0,0,0,0,1
No checking account,10,Existing credits paid till now,Car (new),1597,500-1000 DM,1-4 years,3,Male: single,None,2,Unknown/none,40,None,Rent,1,Unskilled resident,2,None,No,0,399.25,159.7,36-45,Medium,Short (1yr),0,1,0,0,0
< 0 DM,24,Existing credits paid till now,Car (new),1381,Unknown/none,1-4 years,4,Female: divorced/married,None,2,Savings/life insurance,35,None,Own,1,Skilled employee,1,None,Yes,1,276.2,57.541666666666664,26-35,Medium,Medium (1-2yr),1,1,0,0,1
No checking account,36,Critical account,Car (used),5842,< 100 DM,>= 7 years,2,Male: single,None,2,Savings/life insurance,35,None,Own,2,Skilled employee,2,Yes,Yes,0,1947.3333333333333,162.27777777777777,26-35,Very High,Long (2-4yr),0,0,1,0,1
< 0 DM,12,Existing credits paid till now,Car (new),2579,< 100 DM,< 1 year,4,Male: single,None,1,Real estate,33,None,Own,1,Unskilled resident,2,None,Yes,1,515.8,214.91666666666666,26-35,High,Short (1yr),1,1,0,1,1
< 0 DM,18,Delay in past payments,Education,8471,Unknown/none,1-4 years,1,Female: divorced/married,None,2,Car or other,23,None,Rent,2,Skilled employee,1,Yes,Yes,0,4235.5,470.6111111111111,18-25,Very High,Medium (1-2yr),1,0,0,0,0
No checking account,21,Existing credits paid till now,Car (new),2782,500-1000 DM,4-7 years,1,Female: divorced/married,None,2,Car or other,31,Bank,Own,1,Highly skilled/self-employed,1,None,Yes,0,1391.0,132.47619047619048,26-35,High,Medium (1-2yr),0,1,1,0,1
0-200 DM,18,Existing credits paid till now,Car (new),1042,Unknown/none,1-4 years,4,Female: divorced/married,None,2,Savings/life insurance,33,None,Own,1,Skilled employee,1,None,Yes,1,208.4,57.888888888888886,26-35,Low,Medium (1-2yr),1,1,0,0,1
No checking account,15,Existing credits paid till now,Car (new),3186,>= 1000 DM,4-7 years,2,Female: divorced/married,None,3,Car or other,20,None,Rent,1,Skilled employee,1,None,Yes,0,1062.0,212.4,18-25,High,Medium (1-2yr),0,1,1,0,0
0-200 DM,12,Existing credits paid till now,Car (used),2028,Unknown/none,1-4 years,4,Male: single,None,2,Car or other,30,None,Own,1,Skilled employee,1,None,Yes,0,405.6,169.0,26-35,Medium,Short (1yr),1,1,0,0,1
0-200 DM,12,Critical account,Car (new),958,< 100 DM,4-7 years,2,Male: single,None,3,Real estate,47,None,Own,2,Unskilled resident,2,None,Yes,0,319.3333333333333,79.83333333333333,46-55,Low,Short (1yr),1,0,1,1,1
No checking account,21,Delay in past payments,Furniture/equipment,1591,100-500 DM,4-7 years,4,Male: single,None,3,Real estate,34,None,Own,2,Highly skilled/self-employed,1,None,Yes,0,318.2,75.76190476190476,26-35,Medium,Medium (1-2yr),0,0,1,1,1
0-200 DM,12,Existing credits paid till now,Furniture/equipment,2762,Unknown/none,>= 7 years,1,Female: divorced/married,None,2,Savings/life insurance,25,Bank,Own,1,Skilled employee,1,Yes,Yes,1,1381.0,230.16666666666666,18-25,High,Short (1yr),1,1,1,0,1
0-200 DM,18,Existing credits paid till now,Car (used),2779,< 100 DM,1-4 years,1,Male: married/widowed,None,3,Car or other,21,None,Rent,1,Skilled employee,1,Yes,Yes,0,1389.5,154.38888888888889,18-25,High,Medium (1-2yr),1,1,0,0,0
No checking account,28,Critical account,Radio/TV,2743,< 100 DM,>= 7 years,4,Male: single,None,2,Car or other,29,None,Own,2,Skilled employee,1,None,Yes,0,548.6,97.96428571428571,26-35,High,Long (2-4yr),0,0,1,0,1
No checking account,18,Critical account,Radio/TV,1149,>= 1000 DM,1-4 years,4,Male: single,None,3,Real estate,46,None,Own,2,Skilled employee,1,None,Yes,0,229.8,63.833333333333336,46-55,Low,Medium (1-2yr),0,0,0,1,1
No checking account,9,Existing credits paid till now,Furniture/equipment,1313,< 100 DM,>= 7 years,1,Male: single,None,4,Car or other,20,None,Own,1,Skilled employee,1,None,Yes,0,656.5,145.88888888888889,18-25,Low,Short (1yr),0,1,1,0,1
< 0 DM,18,Critical account,Repairs,1190,< 100 DM,Unemployed,2,Female: divorced/married,None,4,Unknown/none,55,None,For free,3,Unemployed/unskilled non-resident,2,None,Yes,1,396.6666666666667,66.11111111111111,46-55,Low,Medium (1-2yr),1,0,0,0,0
No checking account,5,Existing credits paid till now,Business,3448,< 100 DM,4-7 years,1,Male: single,None,4,Real estate,74,None,Own,1,Unskilled resident,1,None,Yes,0,1724.0,689.6,55+,High,Short (1yr),0,1,1,1,1
0-200 DM,24,Existing credits paid till now,Others,11328,< 100 DM,1-4 years,2,Male: single,Co-applicant,3,Car or other,29,Bank,Own,2,Highly skilled/self-employed,1,Yes,Yes,1,3776.0,472.0,26-35,Very High,Medium (1-2yr),1,1,0,0,1
< 0 DM,6,Critical account,Furniture/equipment,1872,< 100 DM,Unemployed,4,Male: single,None,4,Unknown/none,36,None,For free,3,Highly skilled/self-employed,1,Yes,Yes,0,374.4,312.0,36-45,Medium,Short (1yr),1,0,0,0,0
No checking account,24,Critical account,Repairs,2058,< 100 DM,1-4 years,4,Male: divorced/separated,None,2,Real estate,33,None,Own,2,Skilled employee,1,Yes,Yes,0,411.6,85.75,26-35,Medium,Medium (1-2yr),0,0,0,1,1
< 0 DM,9,Existing credits paid till now,Furniture/equipment,2136,< 100 DM,1-4 years,3,Male: single,None,2,Real estate,25,None,Own,1,Skilled employee,1,None,Yes,0,534.0,237.33333333333334,18-25,Medium,Short (1yr),1,1,0,1,1
0-200 DM,12,Existing credits paid till now,Radio/TV,1484,Unknown/none,1-4 years,2,Male: married/widowed,None,1,Real estate,25,None,Own,1,Skilled employee,1,Yes,Yes,1,494.6666666666667,123.66666666666667,18-25,Medium,Short (1yr),1,1,0,1,1
No checking account,6,Existing credits paid till now,Repairs,660,500-1000 DM,4-7 years,2,Male: married/widowed,None,4,Real estate,23,None,Rent,1,Unskilled resident,1,None,Yes,0,220.0,110.0,18-25,Low,Short (1yr),0,1,1,1,0
No checking account,24,Critical account,Car (new),1287,>= 1000 DM,>= 7 years,4,Female: divorced/married,None,4,Real estate,37,None,Own,2,Skilled employee,1,Yes,Yes,0,257.4,53.625,36-45,Low,Medium (1-2yr),0,0,1,1,1
< 0 DM,42,Critical account,Repairs,3394,< 100 DM,Unemployed,4,Male: single,Co-applicant,4,Car or other,65,None,Own,2,Unemployed/unskilled non-resident,1,None,Yes,0,678.8,80.80952380952381,55+,High,Long (2-4yr),1,0,0,0,1
>= 200 DM,12,All credits paid at this bank,Business,609,< 100 DM,< 1 year,4,Female: divorced/married,None,1,Real estate,26,None,Own,1,Unemployed/unskilled non-resident,1,None,Yes,1,121.8,50.75,26-35,Low,Short (1yr),1,1,0,1,1
No checking account,12,Existing credits paid till now,Car (new),1884,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,39,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,376.8,157.0,36-45,Medium,Short (1yr),0,1,1,0,1
< 0 DM,12,Existing credits paid till now,Furniture/equipment,1620,< 100 DM,1-4 years,2,Female: divorced/married,Co-applicant,3,Savings/life insurance,30,None,Own,1,Skilled employee,1,None,Yes,0,540.0,135.0,26-35,Medium,Short (1yr),1,1,0,0,1
0-200 DM,20,Delay in past payments,Others,2629,< 100 DM,1-4 years,2,Male: single,None,3,Car or other,29,Bank,Own,2,Skilled employee,1,Yes,Yes,0,876.3333333333334,131.45,26-35,High,Medium (1-2yr),1,0,0,0,1
No checking account,12,Existing credits paid till now,Education,719,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,41,Bank,Own,1,Unskilled resident,2,None,Yes,1,143.8,59.916666666666664,36-45,Low,Short (1yr),0,1,1,0,1
0-200 DM,48,Critical account,Furniture/equipment,5096,< 100 DM,1-4 years,2,Female: divorced/married,None,3,Car or other,30,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,1,1698.6666666666667,106.16666666666667,26-35,Very High,Long (2-4yr),1,0,0,0,1
No checking account,9,Critical account,Education,1244,Unknown/none,>= 7 years,4,Female: divorced/married,None,4,Savings/life insurance,41,None,Rent,2,Unskilled resident,1,None,Yes,0,248.8,138.22222222222223,36-45,Low,Short (1yr),0,0,1,0,0
< 0 DM,36,Existing credits paid till now,Car (new),1842,< 100 DM,< 1 year,4,Female: divorced/married,None,4,Car or other,34,None,Own,1,Skilled employee,1,Yes,Yes,1,368.4,51.166666666666664,26-35,Medium,Long (2-4yr),1,1,0,0,1
0-200 DM,7,Existing credits paid till now,Radio/TV,2576,< 100 DM,1-4 years,2,Male: single,Guarantor,2,Real estate,35,None,Own,1,Skilled employee,1,None,Yes,0,858.6666666666666,368.0,26-35,High,Short (1yr),1,1,0,1,1
>= 200 DM,12,Existing credits paid till now,Furniture/equipment,1424,Unknown/none,>= 7 years,3,Female: divorced/married,None,4,Real estate,55,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,356.0,118.66666666666667,46-55,Medium,Short (1yr),1,1,1,1,1
0-200 DM,15,Delay in past payments,Repairs,1512,>= 1000 DM,1-4 years,3,Male: married/widowed,None,3,Savings/life insurance,61,Stores,Own,2,Skilled employee,1,None,Yes,1,378.0,100.8,55+,Medium,Medium (1-2yr),1,0,0,0,1
No checking account,36,Critical account,Car (used),11054,Unknown/none,1-4 years,4,Male: single,None,2,Car or other,30,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,2210.8,307.05555555555554,26-35,Very High,Long (2-4yr),0,0,0,0,1
No checking account,6,Existing credits paid till now,Radio/TV,518,< 100 DM,1-4 years,3,Female: divorced/married,None,1,Real estate,29,None,Own,1,Skilled employee,1,None,Yes,0,129.5,86.33333333333333,26-35,Low,Short (1yr),0,1,0,1,1
No checking account,12,No credits/all paid,Furniture/equipment,2759,< 100 DM,>= 7 years,2,Male: single,None,4,Savings/life insurance,34,None,Own,2,Skilled employee,1,None,Yes,0,919.6666666666666,229.91666666666666,26-35,High,Short (1yr),0,1,1,0,1
No checking account,24,Existing credits paid till now,Car (used),2670,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,35,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,534.0,111.25,26-35,High,Medium (1-2yr),0,1,1,0,1
< 0 DM,24,Existing credits paid till now,Car (new),4817,< 100 DM,4-7 years,2,Male: single,Co-applicant,3,Savings/life insurance,31,None,Own,1,Skilled employee,1,Yes,Yes,1,1605.6666666666667,200.70833333333334,26-35,Very High,Medium (1-2yr),1,1,1,0,1
No checking account,24,Existing credits paid till now,Car (used),2679,< 100 DM,< 1 year,4,Female: divorced/married,None,1,Unknown/none,29,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,535.8,111.625,26-35,High,Medium (1-2yr),0,1,0,0,1
< 0 DM,11,Critical account,Car (new),3905,< 100 DM,1-4 years,2,Male: single,None,2,Real estate,36,None,Rent,2,Skilled employee,2,None,Yes,0,1301.6666666666667,355.0,36-45,High,Short (1yr),1,0,0,1,0
< 0 DM,12,Existing credits paid till now,Car (used),3386,< 100 DM,>= 7 years,3,Male: single,None,4,Unknown/none,35,None,For free,1,Skilled employee,1,Yes,Yes,1,846.5,282.1666666666667,26-35,High,Short (1yr),1,1,1,0,0
< 0 DM,6,Existing credits paid till now,Domestic appliances,343,< 100 DM,< 1 year,4,Female: divorced/married,None,1,Real estate,27,None,Own,1,Skilled employee,1,None,Yes,0,68.6,57.166666666666664,26-35,Low,Short (1yr),1,1,0,1,1
No checking account,18,Existing credits paid till now,Radio/TV,4594,< 100 DM,< 1 year,3,Male: single,None,2,Car or other,32,None,Own,1,Skilled employee,1,Yes,Yes,0,1148.5,255.22222222222223,26-35,Very High,Medium (1-2yr),0,1,0,0,1
< 0 DM,36,Existing credits paid till now,Furniture/equipment,3620,< 100 DM,1-4 years,1,Male: single,Guarantor,2,Savings/life insurance,37,None,Own,1,Skilled employee,2,None,Yes,0,1810.0,100.55555555555556,36-45,High,Long (2-4yr),1,1,0,0,1
